source_project_id,project_name,country,mapping_status,canonical_project_id,candidate_project_ids,review_note
iea-2026-0342,Banggai ammonia plant Central Sulawesi,Indonesia,unmatched-review,,,No exact curated identity match
iea-2026-0343,PYCASSO hub phase 1 - eastern and western pipeline,France,unmatched-review,,,No exact curated identity match
iea-2026-0344,Qatar LNG,Qatar,unmatched-review,,,No exact curated identity match
iea-2026-0345,Qatar North Field East Project CCS,Qatar,unmatched-review,,,No exact curated identity match
iea-2026-0346,Quad County Corn Processors Galva biorefinery (IA),United States,unmatched-review,,,No exact curated identity match
iea-2026-0347,Quest CCS (ALB),Canada,unmatched-review,,,No exact curated identity match
iea-2026-0349,Ravenna CCS phase 2,Italy,unmatched-review,,,No exact curated identity match
iea-2026-0350,Gevo Net Zero North (ND) (formerly Red Trail Energy BECCS),United States,unmatched-review,,,No exact curated identity match
iea-2026-0351,Redcar Energy Centre EfW,United Kingdom,unmatched-review,,,No exact curated identity match
iea-2026-0352,Redfield Energy biorefinery (ND),United States,unmatched-review,,,No exact curated identity match
iea-2026-0353,CCS Sakakemang,Indonesia,unmatched-review,,,No exact curated identity match
iea-2026-0355,Ringneck Energy & Feed Onida biorefinery (SD),United States,unmatched-review,,,No exact curated identity match
iea-2026-0357,San Juan Generating Station (NM),United States,unmatched-review,,,No exact curated identity match
iea-2026-0362,SHARC Neste,Finland,unmatched-review,,,No exact curated identity match
iea-2026-0363,Calpine Deer Park Energy Center (TX),United States,unmatched-review,,,No exact curated identity match
iea-2026-0364,Shell Netherlands Refineries biodiesel,Netherlands,unmatched-review,,,No exact curated identity match
iea-2026-0365,Shell Netherlands Pernis Refineries CCU,Netherlands,unmatched-review,,,No exact curated identity match
iea-2026-0366,Humber Hub Blue North Killingholme,United Kingdom,unmatched-review,,,No exact curated identity match
iea-2026-0369,Sinopec Nanjing Chemical Industries CCUS Cooperation Project (Jiangsu),People's Republic of China,unmatched-review,,,No exact curated identity match
iea-2026-0370,Sinopec Qilu Petrochemical Shengli (Shandong),People's Republic of China,unmatched-review,,,No exact curated identity match
iea-2026-0372,Siouxland Energy Cooperative Sioux Center biorefinery (IA),United States,unmatched-review,,,No exact curated identity match
iea-2026-0373,Donghae CCS Project (capture sources under evaluation),South Korea,unmatched-review,,,No exact curated identity match
iea-2026-0374,Sleipner,Norway,unmatched-review,,,No exact curated identity match
iea-2026-0375,Snohvit CO2 capture and storage,Norway,unmatched-review,,,No exact curated identity match
iea-2026-0376,South East Australia carbon capture and storage (SEA CCS) hub,Australia,unmatched-review,,,No exact curated identity match
iea-2026-0377,Kwinana Industrial Area CO2 Aggregation Project,Australia,unmatched-review,,,No exact curated identity match
iea-2026-0378,South West Hub Project,Australia,unmatched-review,,,No exact curated identity match
iea-2026-0379,HyNet Hydrogen Production Project (HPP) Plant 1 (Hynet phase 1),United Kingdom,unmatched-review,,,No exact curated identity match
iea-2026-0381,Northeast Scotland DAC,United Kingdom,unmatched-review,,,No exact curated identity match
iea-2026-0384,Suez Tees Valley / Haverton Hill Waste to Energy CCS,United Kingdom,unmatched-review,,,No exact curated identity match
iea-2026-0385,ATCO Heartland hydrogen hub (ALB),Canada,unmatched-review,,,No exact curated identity match
iea-2026-0386,Kanata CarbonHub (ALB),Canada,unmatched-review,,,No exact curated identity match
iea-2026-0387,TA’ZIZ blue ammonia,United Arab Emirates,unmatched-review,,,No exact curated identity match
iea-2026-0389,Terrell Natural Gas Processing Plant (former Val Verde) (TX),United States,unmatched-review,,,No exact curated identity match
iea-2026-0390,Tharaldson Ethanol Casselton biorefinery (ND),United States,unmatched-review,,,No exact curated identity match
iea-2026-0391,The ZEROS project Chambers & Liberty County (Jefferson) (TX),United States,unmatched-review,,,No exact curated identity match
iea-2026-0392,Gonfreville Raffinerie,France,unmatched-review,,,No exact curated identity match
iea-2026-0394,Twence Hengelo facility (Boeldershoek),Netherlands,unmatched-review,,,No exact curated identity match
iea-2026-0395,Uthmaniyah CO2-EOR demonstration,Saudi Arabia,unmatched-review,,,No exact curated identity match
iea-2026-0396,Växjö Energi CHP CCS Sandviksverket,Sweden,unmatched-review,,,No exact curated identity match
iea-2026-0397,Velocys Bayou Fuels (MS),United States,unmatched-review,,,No exact curated identity match
iea-2026-0398,Venture Global LNG Calcasieu Pass CCS (LA),United States,unmatched-review,,,No exact curated identity match
iea-2026-0399,Venture Global LNG CP2 liquefaction facility CCS (LA),United States,unmatched-review,,,No exact curated identity match
iea-2026-0400,Venture Global LNG Plaquemines CCS (LA),United States,unmatched-review,,,No exact curated identity match
iea-2026-0401,Vestforbrænding's Ejby Glostrup incineration plant,Denmark,unmatched-review,,,No exact curated identity match
iea-2026-0402,Viridor Runcorn CCS project,United Kingdom,unmatched-review,,,No exact curated identity match
iea-2026-0403,Viking CCS Phase 1,United Kingdom,unmatched-review,,,No exact curated identity match
iea-2026-0404,Viking CCS Phase 2,United Kingdom,unmatched-review,,,No exact curated identity match
iea-2026-0405,VPI Immingham CHP plant CCS,United Kingdom,unmatched-review,,,No exact curated identity match
iea-2026-0406,Wabash Valley Resources/Wabash CarbonSAFE (IN),United States,unmatched-review,,,No exact curated identity match
iea-2026-0407,Nutrien Redwater Fertilizer (ALB) phase 1,Canada,unmatched-review,,,No exact curated identity match
iea-2026-0408,Whitetail Clean Energy,United Kingdom,unmatched-review,,,No exact curated identity match
iea-2026-0409,Wilhelmshaven Energy Hub BlueHyNow,Germany,unmatched-review,,,No exact curated identity match
iea-2026-0410,Yamal LNG,Russia,unmatched-review,,,No exact curated identity match
iea-2026-0411,Yulin Coal Chemical CCUS (Shaanxi) Phase 1,People's Republic of China,unmatched-review,,,No exact curated identity match
iea-2026-0412,Azur Zeeland Refinery,Netherlands,unmatched-review,,,No exact curated identity match
iea-2026-0414,Linde hydrogen plant for Beaumont New Ammonia (TX),United States,unmatched-review,,,No exact curated identity match
iea-2026-0415,In Salah,Algeria,unmatched-review,,,No exact curated identity match
iea-2026-0434,Climeworks Orca,Iceland,unmatched-review,,,No exact curated identity match
iea-2026-0437,Global thermostat headquarters plant (CO),United States,unmatched-review,,,No exact curated identity match
iea-2026-0440,Sizewell C nuclear-powered DAC Full-scale,United Kingdom,unmatched-review,,,No exact curated identity match
iea-2026-0441,Climeworks Mammoth Project phase 1,Iceland,unmatched-review,,,No exact curated identity match
iea-2026-0442,Daya Bay CCS Hub phase 1 (Guangdong),People's Republic of China,unmatched-review,,,No exact curated identity match
iea-2026-0443,Nanhai petrochemical plant-Capture for Daya bay CCS (Guangdong),People's Republic of China,unmatched-review,,,No exact curated identity match
iea-2026-0444,Daya Bay CCS Hub phase 2 (Guangdong),People's Republic of China,unmatched-review,,,No exact curated identity match
iea-2026-0446,Hynet Northwest phase 3,United Kingdom,unmatched-review,,,No exact curated identity match
iea-2026-0451,Pecos County Ultra Clean Fuels Refining (TX),United States,unmatched-review,,,No exact curated identity match
iea-2026-0453,Dos Bocas refinery,Mexico,unmatched-review,,,No exact curated identity match
iea-2026-0454,HyDEMO (shelved??),Norway,unmatched-review,,,No exact curated identity match
iea-2026-0455,H2GE Rostock,Germany,unmatched-review,,,No exact curated identity match
iea-2026-0458,CF Industries blue ammonia Donaldsonville (LA),United States,unmatched-review,,,No exact curated identity match
iea-2026-0459,CF Industries blue ammonia Yazoo City (MS),United States,unmatched-review,,,No exact curated identity match
iea-2026-0463,MoU ADNOC ENEOS Mitsui Ruwais Industrial Area,United Arab Emirates,unmatched-review,,,No exact curated identity match
iea-2026-0464,Wesfarmers Mitsui WA low-carbon ammonia,Australia,unmatched-review,,,No exact curated identity match
iea-2026-0465,Yara Sluiskil fertiliser,Netherlands,unmatched-review,,,No exact curated identity match
iea-2026-0470,Project Bison (WY) Phase 1,United States,unmatched-review,,,No exact curated identity match
iea-2026-0471,Project Bison (WY) Phase 2,United States,unmatched-review,,,No exact curated identity match
iea-2026-0472,Project Bison (WY) Phase 3,United States,unmatched-review,,,No exact curated identity match
iea-2026-0473,Project Bison (WY) Phase 4,United States,unmatched-review,,,No exact curated identity match
iea-2026-0474,South Texas DAC Hub (TX),United States,unmatched-review,,,No exact curated identity match
iea-2026-0477,Gemini (formerly Denbury Ascension Parish sequestration) (LA),United States,unmatched-review,,,No exact curated identity match
iea-2026-0484,Ascension Clean Energy (ACE) complex (LA) Phase 1,United States,unmatched-review,,,No exact curated identity match
iea-2026-0486,Centrica Equinor hydrogen hub Easington collaboration,United Kingdom,unmatched-review,,,No exact curated identity match
iea-2026-0487,"BlueBonnet Sequestration Hub (Chambers, Liberty, and Jefferson County) (TX)",United States,unmatched-review,,,No exact curated identity match
iea-2026-0492,Alberta Carbon Grid (ALB) phase 2,Canada,unmatched-review,,,No exact curated identity match
iea-2026-0494,Taiwan Cement Hoping/Heping plant,Chinese Taipei,unmatched-review,,,No exact curated identity match
iea-2026-0495,EnLink midstream network (LA),United States,unmatched-review,,,No exact curated identity match
iea-2026-0496,Athabasca Banks Carbon Hub (ALB),Canada,unmatched-review,,,No exact curated identity match
iea-2026-0497,Battle River Carbon Hub (ALB),Canada,unmatched-review,,,No exact curated identity match
iea-2026-0498,Bow River Hub (ALB),Canada,unmatched-review,,,No exact curated identity match
iea-2026-0500,Central Alberta Hub (ALB),Canada,unmatched-review,,,No exact curated identity match
iea-2026-0501,East Calgary Region Carbon Sequestration Hub (ALB),Canada,unmatched-review,,,No exact curated identity match
iea-2026-0502,Grande Prairie Net Zero Gateway (ALB),Canada,unmatched-review,,,No exact curated identity match
iea-2026-0503,Greenview Region CCS Project (ALB),Canada,unmatched-review,,,No exact curated identity match
iea-2026-0504,Maskwa Project (ALB),Canada,unmatched-review,,,No exact curated identity match
iea-2026-0505,North Drumheller Hub (ALB),Canada,unmatched-review,,,No exact curated identity match
iea-2026-0507,Opal Carbon Hub (ALB),Canada,unmatched-review,,,No exact curated identity match
iea-2026-0508,Captus Pincher Creek Carbon Sequestration Hub (ALB),Canada,unmatched-review,,,No exact curated identity match
iea-2026-0509,Project Clear Horizon (ALB),Canada,unmatched-review,,,No exact curated identity match
iea-2026-0510,Ram River Carbon Sequestration Hub (ALB),Canada,unmatched-review,,,No exact curated identity match
iea-2026-0511,Rocky Mountain Carbon Vault (ALB),Canada,unmatched-review,,,No exact curated identity match
iea-2026-0512,Rolling Hills Carbon Sequestration Hub (ALB),Canada,unmatched-review,,,No exact curated identity match
iea-2026-0513,The Grande Prairie CCS Hub (ALB),Canada,unmatched-review,,,No exact curated identity match
iea-2026-0514,Tourmaline Clearwater CCUS (ALB),Canada,unmatched-review,,,No exact curated identity match
iea-2026-0515,Milford Haven CO2 Project (Part of Pembroke Net Zero Centre (PNZC)),United Kingdom,unmatched-review,,,No exact curated identity match
iea-2026-0518,Competitive Power Ventures CCGT (WV),United States,unmatched-review,,,No exact curated identity match
iea-2026-0519,Bacton CCS,United Kingdom,unmatched-review,,,No exact curated identity match
iea-2026-0520,Cstore 1,Australia,unmatched-review,,,No exact curated identity match
iea-2026-0521,Iowa Fertilizer Complex CCS phase 1 (IA),United States,unmatched-review,,,No exact curated identity match
iea-2026-0522,Iowa Fertilizer Complex CCS phase 2 (IA),United States,unmatched-review,,,No exact curated identity match
iea-2026-0523,Reindeer CCS,Australia,unmatched-review,,,No exact curated identity match
iea-2026-0524,Santos Bonaparte Basin storage,Australia,unmatched-review,,,No exact curated identity match
iea-2026-0525,Heidelberg Materials Mitchell plant (IN),United States,unmatched-review,,,No exact curated identity match
iea-2026-0526,Errai storage project,Norway,unmatched-review,,,No exact curated identity match
iea-2026-0527,CO2nnectNow HES Wilhelmshaven Tank Terminal phase 1,Germany,unmatched-review,,,No exact curated identity match
iea-2026-0528,"CO2T (formerly known as NOR-GE, Windershall DEA - Equinor pipeline)",Netherlands-Norway,unmatched-review,,,No exact curated identity match
iea-2026-0530,Luna storage,Norway,unmatched-review,,,No exact curated identity match
iea-2026-0531,Bonaparte CCS Block G-7 AP,Australia,unmatched-review,,,No exact curated identity match
iea-2026-0532,Ghent Carbon Hub,Belgium,unmatched-review,,,No exact curated identity match
iea-2026-0536,Removr Carbfix Polar plant phase 1,Iceland,unmatched-review,,,No exact curated identity match
iea-2026-0539,Carbon Clean CEMEX Rudersdorf plant phase 1,Germany,unmatched-review,,,No exact curated identity match
iea-2026-0540,Cemex Rudersdorf CO2llect,Germany,unmatched-review,,,No exact curated identity match
iea-2026-0541,Air Liquide Shanghai Chemical Industry Park (SCIP) decarbonisation (Shanghai),People's Republic of China,unmatched-review,,,No exact curated identity match
iea-2026-0543,Net Power Odessa gas plant (TX),United States,unmatched-review,,,No exact curated identity match
iea-2026-0545,Ince Bioenergy Carbon Capture and Storage (InBECCS) scaleup,United Kingdom,unmatched-review,,,No exact curated identity match
iea-2026-0546,Protos CO2 network phase 1,United Kingdom,unmatched-review,,,No exact curated identity match
iea-2026-0547,Protos CO2 network phase 2,United Kingdom,unmatched-review,,,No exact curated identity match
iea-2026-0548,Papua LNG CCS,Papua New Guinea,unmatched-review,,,No exact curated identity match
iea-2026-0549,"Arcelormittal Hot Briquetted Iron (HBI) plant, Portland (TX)",United States,unmatched-review,,,No exact curated identity match
iea-2026-0551,LG&E Cane Run NGCC CR7 (KY),United States,unmatched-review,,,No exact curated identity match
iea-2026-0552,Polk Power station NGCC/Polk carbon storage complex (FL),United States,unmatched-review,,,No exact curated identity match
iea-2026-0553,CEMEX Balcones Cement plant (TX),United States,unmatched-review,,,No exact curated identity match
iea-2026-0556,Hover cement works Hannover phase 2,Germany,unmatched-review,,,No exact curated identity match
iea-2026-0557,GO4ZERO Obourg,Belgium,unmatched-review,,,No exact curated identity match
iea-2026-0560,ANRAV-CCUS (Devnya plant),Bulgaria,unmatched-review,,,No exact curated identity match
iea-2026-0561,VAIA HyNoVi project (Vicat Montalieu plant),France,unmatched-review,,,No exact curated identity match
iea-2026-0563,Project Air Perstorp Oxo capture,Sweden,unmatched-review,,,No exact curated identity match
iea-2026-0564,Hyskies Vattenfall CHP Lanzatech,Sweden,unmatched-review,,,No exact curated identity match
iea-2026-0565,Go4ECOPlanet Kujawy,Poland,unmatched-review,,,No exact curated identity match
iea-2026-0567,Medway CCGT power station,United Kingdom,unmatched-review,,,No exact curated identity match
iea-2026-0568,Grain CCGT power station,United Kingdom,unmatched-review,,,No exact curated identity match
iea-2026-0569,Damhead Creek CCGT power station,United Kingdom,unmatched-review,,,No exact curated identity match
iea-2026-0570,Medway Hub CCS,United Kingdom,unmatched-review,,,No exact curated identity match
iea-2026-0571,Longford gas plant,Australia,unmatched-review,,,No exact curated identity match
iea-2026-0572,Co-op Renewable Diesel Complex (SK),Canada,unmatched-review,,,No exact curated identity match
iea-2026-0573,Co-op Belle Plaine Ethanol Complex (SK),Canada,unmatched-review,,,No exact curated identity match
iea-2026-0574,Southeast Saskatchewan CCUS Hub (Belle Plaine and Weyburn) (SK),Canada,unmatched-review,,,No exact curated identity match
iea-2026-0579,Gulf Coast Sequestration Hub Lake Charles (LA),United States,unmatched-review,,,No exact curated identity match
iea-2026-0581,Grandpuits biorefinery,France,unmatched-review,,,No exact curated identity match
iea-2026-0582,Arcelor Mittal Air Liquide Low-carbon steel,France,unmatched-review,,,No exact curated identity match
iea-2026-0583,Energy Recovery Facility Edmonton EcoPark,United Kingdom,unmatched-review,,,No exact curated identity match
iea-2026-0585,Antwerp@C CO2 Export Hub phase 2,Belgium,unmatched-review,,,No exact curated identity match
iea-2026-0586,Chevron Mitsui CO2 shipping SGP-AUS,Singapore-Australia,unmatched-review,,,No exact curated identity match
iea-2026-0589,Stanlow Oil Refinery,United Kingdom,unmatched-review,,,No exact curated identity match
iea-2026-0591,Beishui cement CCUS project (Beijing),People's Republic of China,unmatched-review,,,No exact curated identity match
iea-2026-0592,Jidong cement carbon capture project (Hebei),People's Republic of China,unmatched-review,,,No exact curated identity match
iea-2026-0593,Huaneng Longdong Energy base/Zhengning coal power plant (Gansu),People's Republic of China,unmatched-review,,,No exact curated identity match
iea-2026-0598,BIGST gas fiels Cluster Heads of Agreement,Malaysia,unmatched-review,,,No exact curated identity match
iea-2026-0599,Carbon TerraVault 1: Lone Cypress Hydrogen project (CA),United States,unmatched-review,,,No exact curated identity match
iea-2026-0601,Jubail CCS Hub (*capture sources under evaluation),Saudi Arabia,unmatched-review,,,No exact curated identity match
iea-2026-0604,Battle River clean hydrogen for power station (AB),Canada,unmatched-review,,,No exact curated identity match
iea-2026-0605,Exshaw Cement Carbon Capture (ALB),Canada,unmatched-review,,,No exact curated identity match
iea-2026-0607,Athabasca Leismer project (ALB),Canada,unmatched-review,,,No exact curated identity match
iea-2026-0608,Nutrien Redwater Fertilizer (ALB) phase 2,Canada,unmatched-review,,,No exact curated identity match
iea-2026-0609,Hinton Bioenergy CCS project (ALB),Canada,unmatched-review,,,No exact curated identity match
iea-2026-0610,Suncor Edmonton Refinery - Fluid Catalytic Cracker Capture (ALB),Canada,unmatched-review,,,No exact curated identity match
iea-2026-0611,Shepard Energy Centre (SEC) (ALB),Canada,unmatched-review,,,No exact curated identity match
iea-2026-0616,"Integratred clean ammonia production, Port of Corpus Christi (TX) phase 1",United States,unmatched-review,,,No exact curated identity match
iea-2026-0617,"Integratred clean ammonia production, Port of Corpus Christi (TX) phase 2",United States,unmatched-review,,,No exact curated identity match
iea-2026-0618,Omifco ammonia capture,Oman,unmatched-review,,,No exact curated identity match
iea-2026-0622,Structure A&E,Lybia,unmatched-review,,,No exact curated identity match
iea-2026-0624,Rohm chemical plant (x2),Germany,unmatched-review,,,No exact curated identity match
iea-2026-0626,Carbon America Bridgeport Ethanol - Voyager carbon storage (NE),United States,unmatched-review,,,No exact curated identity match
iea-2026-0627,ADM Columbus Wet Mill (NE),United States,unmatched-review,,,No exact curated identity match
iea-2026-0628,Bayu-Undan field storage hub Timor-Leste phase 2,Australia-Timor Leste,unmatched-review,,,No exact curated identity match
iea-2026-0629,Woodside Browse CCS Assessment,Australia,unmatched-review,,,No exact curated identity match
iea-2026-0630,Geovault Canning Basin CCS Assessment,Australia,unmatched-review,,,No exact curated identity match
iea-2026-0635,Rockpoint and Inter Pipeline Carbon Sequestration Hub (AB),Canada,unmatched-review,,,No exact curated identity match
iea-2026-0636,CF Fertilisers Billingham Ammonia CCS,United Kingdom,unmatched-review,,,No exact curated identity match
iea-2026-0637,Rookery South Energy Recovery Facility (ERF),United Kingdom,unmatched-review,,,No exact curated identity match
iea-2026-0638,Buxton Lime Net Zero,United Kingdom,unmatched-review,,,No exact curated identity match
iea-2026-0639,Tees Valley Energy Recovery Facility (TVERF),United Kingdom,unmatched-review,,,No exact curated identity match
iea-2026-0640,ZerCal250,United Kingdom,unmatched-review,,,No exact curated identity match
iea-2026-0642,Guanghui Energy CCUS integration project Phase 1 (Xinjiang),People's Republic of China,unmatched-review,,,No exact curated identity match
iea-2026-0643,Jiling Petrochemical CCUS (Nanjing refinery) (Jiangsu) phase 1,People's Republic of China,unmatched-review,,,No exact curated identity match
iea-2026-0645,BIR Waste-to-Energy Bergen,Norway,unmatched-review,,,No exact curated identity match
iea-2026-0646,KVA Linth Waste-to-Energy Niederurnen,Switzerland,unmatched-review,,,No exact curated identity match
iea-2026-0647,Oceania CCS (capture sources under evaluation),Japan,unmatched-review,,,No exact curated identity match
iea-2026-0648,ECO2CEE (previously Poland EU CCS Interconnector) phase 3,"Poland, Latvia, Lithuania",unmatched-review,,,No exact curated identity match
iea-2026-0649,ECO2Normandy phase 1,France,unmatched-review,,,No exact curated identity match
iea-2026-0652,Callisto Mediterranean CO2 Network phase 1,France-Italy,unmatched-review,,,No exact curated identity match
iea-2026-0653,Callisto Mediterranean CO2 Network phase 2,France-Italy,unmatched-review,,,No exact curated identity match
iea-2026-0654,C Zero phase 1,Germany-Netherlands,unmatched-review,,,No exact curated identity match
iea-2026-0655,C Zero phase 2,Germany-Netherlands,unmatched-review,,,No exact curated identity match
iea-2026-0656,C Zero phase 3,Germany-Netherlands,unmatched-review,,,No exact curated identity match
iea-2026-0657,OLYMPUS Holcim Milaki,Greece,unmatched-review,,,No exact curated identity match
iea-2026-0658,KOdeCO net zero project (Koromačno),Croatia,unmatched-review,,,No exact curated identity match
iea-2026-0659,Weyburn-Midale storage (SK),Canada,unmatched-review,,,No exact curated identity match
iea-2026-0660,Heidelberg Materials CBR Antoing Cement Plant (Anthemis),Belgium,unmatched-review,,,No exact curated identity match
iea-2026-0661,EU2NSEA PCI Project,Norway,unmatched-review,,,No exact curated identity match
iea-2026-0662,Marquis Industrial Complex (IL),United States,unmatched-review,,,No exact curated identity match
iea-2026-0663,Hoosier 1 (Cardinal ethanol facility) (IN),United States,unmatched-review,,,No exact curated identity match
iea-2026-0664,"CO2 TransPorts phase 2 (cross-border pipeline, phase 1 is Porthos and Antwerp?)",Belgium-Netherlands,unmatched-review,,,No exact curated identity match
iea-2026-0666,Tohoku Region West Coast CCS,Japan,unmatched-review,,,No exact curated identity match
iea-2026-0667,Tomakomai area CCS,Japan,unmatched-review,,,No exact curated identity match
iea-2026-0669,MOL Szank field CO2 EOR,Hungary,unmatched-review,,,No exact curated identity match
iea-2026-0670,Gassum storage/Fyrkat network (Norne carbon storage hub),Denmark,unmatched-review,,,No exact curated identity match
iea-2026-0671,Havnso storage/Trelleborg network (Norne carbon storage hub),Denmark,unmatched-review,,,No exact curated identity match
iea-2026-0672,Port of Aalborg terminal and pipeline to Fyrkat (Norne carbon storage hub),Denmark,unmatched-review,,,No exact curated identity match
iea-2026-0673,Port of Kalundborg terminal and pipeline to Trelleborg phase 1 (Norne carbon storage hub),Denmark,unmatched-review,,,No exact curated identity match
iea-2026-0674,Port of Kalundborg terminal and pipeline to Trelleborg phase 2 (Norne carbon storage hub),Denmark,unmatched-review,,,No exact curated identity match
iea-2026-0675,German carbon transport grid,Germany,unmatched-review,,,No exact curated identity match
iea-2026-0676,Equinor Smeaheia storage phase 2,Norway,unmatched-review,,,No exact curated identity match
iea-2026-0677,North Sea CO2 corridor (Zeebrugge - Germany),Belgium-Germany,unmatched-review,,,No exact curated identity match
iea-2026-0678,WH2V therminal (Wilhelshaven green energy hub phase 1),Multiple Europe,unmatched-review,,,No exact curated identity match
iea-2026-0679,NL CCS Direct Injection Phase 1,Netherlands,unmatched-review,,,No exact curated identity match
iea-2026-0680,RWE Eemshaven power plant (BECCUS project),Netherlands,unmatched-review,,,No exact curated identity match
iea-2026-0681,RWE Amer power plant (BECCUS project),Netherlands,unmatched-review,,,No exact curated identity match
iea-2026-0682,Project Bifrost Phase 2,Denmark,unmatched-review,,,No exact curated identity match
iea-2026-0683,"CCS Baltic Consortium, Klapeida terminal",Latvia-Lithuania,unmatched-review,,,No exact curated identity match
iea-2026-0684,Geothermal CCS Croatia,Croatia,unmatched-review,,,No exact curated identity match
iea-2026-0685,PYCASSO hub phase 2 - northern and cross-border pipeline,France-Spain,unmatched-review,,,No exact curated identity match
iea-2026-0686,Buzzi Unicem Augusta cement plant,Italy,unmatched-review,,,No exact curated identity match
iea-2026-0687,Augusta C2,Italy-Greece,unmatched-review,,,No exact curated identity match
iea-2026-0688,Prinos CCS phase 1,Greece,unmatched-review,,,No exact curated identity match
iea-2026-0689,Prinos CCS phase 2,Greece,unmatched-review,,,No exact curated identity match
iea-2026-0690,Prinos sigma plant,Greece,unmatched-review,,,No exact curated identity match
iea-2026-0691,Burns Harbour (IN),United States,unmatched-review,,,No exact curated identity match
iea-2026-0695,Advanced CO2 Capture from Hydrogen Production Unit at Phillips 66 Rodeo Refinery (CA),United States,unmatched-review,,,No exact curated identity match
iea-2026-0696,Linde-BASF capture SMR plant Covent (LA),United States,unmatched-review,,,No exact curated identity match
iea-2026-0697,Blue Bison ATR advanced CCUS system (WY),United States,unmatched-review,,,No exact curated identity match
iea-2026-0698,Calpine Delta Energy Center (CA),United States,unmatched-review,,,No exact curated identity match
iea-2026-0699,Carbon Capture Retrofit at Sherman Generating Station (TX),United States,unmatched-review,,,No exact curated identity match
iea-2026-0700,CO2 capture at Duke Energy's East Bend Station (KY),United States,unmatched-review,,,No exact curated identity match
iea-2026-0701,Calpine Baytown Energy Center (Baytown decarbonization project) (TX),United States,unmatched-review,,,No exact curated identity match
iea-2026-0702,Shell Deer Park Chemical complex (TX),United States,unmatched-review,,,No exact curated identity match
iea-2026-0703,North Dakota CarbonSAFE (ND),United States,unmatched-review,,,No exact curated identity match
iea-2026-0704,J-Power Sumitomo joint feasibility clean hydrogen Latrobe Valley (VI),Australia,unmatched-review,,,No exact curated identity match
iea-2026-0705,Viking CCS Phase 3,United Kingdom,unmatched-review,,,No exact curated identity match
iea-2026-0706,RWE CCGT Staythorpe,United Kingdom,unmatched-review,,,No exact curated identity match
iea-2026-0708,Central Louisiana Regional Carbon Storage (CENLA) Hub (Wilcox) (LA) phase 1,United States,unmatched-review,,,No exact curated identity match
iea-2026-0709,Haynesville Shale natural gas (LA),United States,unmatched-review,,,No exact curated identity match
iea-2026-0710,Trudvang storage project (EXL007),Norway,unmatched-review,,,No exact curated identity match
iea-2026-0711,Coastal Bend Carbon Management Project (TX),United States,unmatched-review,,,No exact curated identity match
iea-2026-0712,Coastal Bend Offshore CO2 Storage (TX),United States,unmatched-review,,,No exact curated identity match
iea-2026-0713,Tulare County Carbon Storage Project (CA),United States,unmatched-review,,,No exact curated identity match
iea-2026-0714,Carbon Storage Complex Southeastern Michigan (MI),United States,unmatched-review,,,No exact curated identity match
iea-2026-0715,Mitchell CarbonSAFE (IN),United States,unmatched-review,,,No exact curated identity match
iea-2026-0716,Sutter Decarbonization Project (CA),United States,unmatched-review,,,No exact curated identity match
iea-2026-0717,Project OASIS Shelby County (AL),United States,unmatched-review,,,No exact curated identity match
iea-2026-0718,Project Lochridge (Gulf of Mexico CCS Partnership Hub) (LA),United States,unmatched-review,,,No exact curated identity match
iea-2026-0719,Roughrider Carbon Storage Hub (ND),United States,unmatched-review,,,No exact curated identity match
iea-2026-0720,Unita Basin Carbon SAFE (UT),United States,unmatched-review,,,No exact curated identity match
iea-2026-0721,Calpine Hermiston Power/HERO Basalt CarbonSafe (OR),United States,unmatched-review,,,No exact curated identity match
iea-2026-0725,CO₂ EOR Project Croatia - Žutica South,Croatia,unmatched-review,,,No exact curated identity match
iea-2026-0726,Kutina Petrokemija ammonia (ICORD project?),Croatia,unmatched-review,,,No exact curated identity match
iea-2026-0727,Kalundborg refinery project,Denmark,unmatched-review,,,No exact curated identity match
iea-2026-0729,ARGO waste-to-energy plant,Denmark,unmatched-review,,,No exact curated identity match
iea-2026-0730,BIOFOS Carbon Capture Project,Denmark,unmatched-review,,,No exact curated identity match
iea-2026-0732,DREAM- Decarbonisation of the Rezzato and Mazzano cement plant,Italy,unmatched-review,,,No exact curated identity match
iea-2026-0733,Getica CCS - Turceni power plant,Romania,unmatched-review,,,No exact curated identity match
iea-2026-0745,Danube Removals,Hungary,unmatched-review,,,No exact curated identity match
iea-2026-0746,Norvik Infrastructure CCS East (NICE),Sweden,unmatched-review,,,No exact curated identity match
iea-2026-0747,Cypress DAC Hub (LA),United States,unmatched-review,,,No exact curated identity match
iea-2026-0748,Carbon Capture on Air Liquide US Gulf Coast Steam Methane Reformer Using the CryocapTM FG Process (TX),United States,unmatched-review,,,No exact curated identity match
iea-2026-0749,Combined Carbon Capture Solution on Air Liquide South Texas Steam Methane Reformer (TX),United States,unmatched-review,,,No exact curated identity match
iea-2026-0751,3D DMX ArcelorMittal and IFPEN Dunkirk 'REUZE',France,unmatched-review,,,No exact curated identity match
iea-2026-0752,e-Alto,United Kingdom,unmatched-review,,,No exact curated identity match
iea-2026-0753,HIF Tasmania eFuels Facility (TAS),Australia,unmatched-review,,,No exact curated identity match
iea-2026-0756,Asnæs Power Station,Denmark,unmatched-review,,,No exact curated identity match
